v_page,v_win,v_term,v_named,v_pos,v_ctx
README_zh.md,120,类别数,False,22657,"个抽样」构造 —— 保住时间表,只打断个人偏差。**实测是零的 2.5 倍:几乎每个人都是从普通的地方开始的,而这个次序是个人的,不只是人口学的。** ⚠ **`#371`:而反过来的那少数人,更羞耻。** 把羞耻回归到这个人内次序上,控制类别数与 `S`:宽口径(n = 11,535)**−0.0"
README_zh.md,120,计数,False,25525,"is one sentence about people, at the strength it was actually measured. The ledger entry is the receipt. > ⚠ **本页所有「N/M」计数都是区间,不是确定值**(`#233`)。全族阈值是从置"
README_zh.md,120,计数,False,25565,"ength it was actually measured. The ledger entry is the receipt. > ⚠ **本页所有「N/M」计数都是区间,不是确定值**(`#233`)。全族阈值是从置换零里重抽估出来的,计数随它移动。25 次独立重抽实测:位置分读作 31 里的 "
README_zh.md,120,勾选数,False,27267,"别从**每一个**块层分数里回归掉,这个倾向保留 **102%**(4.9× 自身展布,方向是**升**);而同样的处理让一个纯**性别驱动**的位置种植塌到 **−0%**、让一个纯**个人**的位置种植存活到 **+0.986**;移除勾选数后存活 **67%**,而且它与勾选数的相关(+0.6"
README_zh.md,120,勾选数,False,27286,"个倾向保留 **102%**(4.9× 自身展布,方向是**升**);而同样的处理让一个纯**性别驱动**的位置种植塌到 **−0%**、让一个纯**个人**的位置种植存活到 **+0.986**;移除勾选数后存活 **67%**,而且它与勾选数的相关(+0.608)**低于**零的(+0.719)"
README_zh.md,120,勾选数,False,27623,"104` `#165` | | **而且「偏爱冷门」不是不带立场的 —— 它带着羞耻** | 两道与块**零 item 重叠**的独立 Likert 题(n=15,503):位置分预测**羞耻 +0.1185**,并且穿过每一层控制 —— 勾选数(+0.1155)、性别(+0.1154)、**内容分"
README_zh.md,120,勾选数,False,27786,"2,9.0× 自身自助 sd**)。内容只中介 **4.5%**,所以羞耻**不跟着**你喜欢哪些家族走。跨人打乱羞耻给 **+0.0008 ± 0.0118**(效应的 1%)。内部判别:同一条管道上「疗愈」从 +0.0937 **一控制勾选数就塌到 +0.0075** —— 所以这不是通用的方法"
README_zh.md,120,勾选数,False,32125,"119 · +0.084 · +0.071 · −0.002**,单调,且两端区间不重叠。**一个真值固定的合成关系在同一批阈上也会掉 0.074**,所以观测到的 0.174 的下降里约 43% 是选择与全距受限,约 0.10 不是;控制勾选数后曲线压平到 0.123。**这个关系在 `S` 被测"
README_zh.md,120,勾选数,False,32990,"en) = +0.2507`(29.4×)—— **强正**,而「确实二选一」的刻度对是 −0.2673。它们不是一条轴的两端;内容维度预测的是两者**共有**的东西,而那个东西本项目**尚未命名也未检验**。⚠ **这个分工有一部分是控制勾选数造出来的**:**边际**评估下位置分对 `anima"
README_zh.md,120,勾选数,False,33089,"未检验**。⚠ **这个分工有一部分是控制勾选数造出来的**:**边际**评估下位置分对 `animated` = **+0.1193(10.0×)**,与它对羞耻的 **+0.1185** 在同一把尺上不可分 —— 干净的分工只在**给定勾选数**之后才出现(`#192`)。⚠ **正交性是构造出"
README_zh.md,120,breadth,False,33299,") = 0` 是定义不是发现(`#129` `#189d`)—— 它们是**一个维度、和另一个扣掉它之后的余量**,不是两个独立的东西,而内容分是跨人主成分,完全特异的组合对它不可见  ⚠ **`#227` —— 这个「内容」维度的正名是 breadth(你对多少东西说「是」),不是内容口味**:块"
README_zh.md,120,breadth,False,33449,"层主成分被**直接相加而从没对齐符号** —— `np.linalg.eigh` 的特征向量符号任意,32 个块里 **17 个指向一边、15 个指向另一边**,所以 `#188`/`#189` 背后的每一个内容人分,都是一个部分相消的 ±breadth 混合。用**留一共识法**对齐后(32 个块"
README_zh.md,120,勾选数,False,33495,"符号任意,32 个块里 **17 个指向一边、15 个指向另一边**,所以 `#188`/`#189` 背后的每一个内容人分,都是一个部分相消的 ±breadth 混合。用**留一共识法**对齐后(32 个块翻了 15 个),这个维度与**勾选数相关 +0.8320**,而且**扣掉位置分之后仍有 "
README_zh.md,120,breadth,False,33947,"**0.9083**、未对齐只剩 **0.3423**),**第二句没过** —— 我注册的是「未对齐必须低于 0.30」,而这个地板是我**选的,不是量的**;每半 16 个块时,随机符号和仍会保留强共同信号的 ~1/√16。**原始的 breadth 读数不依赖这一切**:对齐 +0.8320、"
README_zh.md,120,breadth,False,34024,"的**;每半 16 个块时,随机符号和仍会保留强共同信号的 ~1/√16。**原始的 breadth 读数不依赖这一切**:对齐 +0.8320、**未对齐 +0.5154**,两个都过注册的 0.5  ⚠ **`#228` —— 而这个 breadth 不是单一的回答风格**:把每个块**内部的选"
README_zh.md,120,breadth,False,34336,"是可靠的。⚠ 按 `D6` 报,不按已定论报:正对照的注册条款没过(0.4789 vs 要求的 0.4893)且我没有事后改它 —— **它要求的增量是对着零定价的,而基线是 +0.429,因为现象本来就在那儿**。作用域也窄:它否掉的是「breadth **只是**一个全局回答风格」,**不是**"
README_zh.md,120,类别数,False,35602,"4 岁后那一半本身是年龄选择的(贡献者年龄中位 26.5 对 22.5),且它的置换零是效应的 30% ⚠ **`#243` —— 而它根本不是一个人群效应**:按「**14 岁前是否报了 ≥8 个起始年龄**」把人分开,并把其余人按**总类别数**匹配(两组中位都是 14)。早期积累组给出 **Δ"
README_zh.md,120,类别数,False,35663,"` —— 而它根本不是一个人群效应**:按「**14 岁前是否报了 ≥8 个起始年龄**」把人分开,并把其余人按**总类别数**匹配(两组中位都是 14)。早期积累组给出 **Δ = −0.1407 ± 0.0062**(n=2,806),类别数匹配的非早期组给出 **+0.0268 ± 0.006"
README_zh.md,120,类别数,False,38141,"之后),具体族反而**分散 9.0%**(12.1×)。**发育不是同一种东西按顺序到达,是两种不同组织度的东西以不同方式到达** —— 这是 `#75` 的时间表没有的维度。⚠ 连通度**没有拐点**(1.6×),所以""17 岁关上""只对类别数成立 | `#135` `#136` | | **三分"
README_zh.md,120,类别数,False,38619,"`#134` | | **性版图在青春期结束时就基本定型** | 29–32 岁的人,自己报告的性兴趣有 **68.4% 是 17 岁前获得的**,最晚的那一个平均在 **22.6 岁**(人内测量,不依赖横断面假设)。横断面上 15 年里类别数只从 12.4 长到 12.9(+4.5%,队列混淆,"
README_zh.md,120,广度,False,38815,"132` | | **人群层面,版图确实从大家都有的东西开始** | 一个人最早报告的那批兴趣,在他自己曲目库里按罕见度排落在**第 33 百分位**(49.4×)。**以每人自己的置换零展布为单位是 z = −0.5515**,而**五个广度层每一层都可分辨为负(17.5–27.3×)—— 这个效"
README_zh.md,120,广度,False,38944,"辨为负(17.5–27.3×)—— 这个效应是普遍的,与他喜欢多少东西无关**(`#147`)。⚠ `#146` 那条「口味越广越明显」已撤回:原始 Δ 的 27 倍变化是 `(k−m)/k` 的算术界,归一化后的残余梯度比一个**按构造与广度无关**的种植效应还小。内容线也不解释它(PC4 只 0"
README_zh.md,120,类别数,False,39766," vs 均值 66.70%),而均值序与稀有度无关(+0.011)。左尾解释已死(−0.091)。**效应稳,机制未定** | `#130` `#131` | | **越是最终口味罕见的人,这个提前量越大** | −0.0459;**按答题类别数卡钳 1:1 匹配后 −0.0417(3.1×,保留 "
README_zh.md,120,广度,True,43193,"零 `#105` | | 数出维度 | 有诚实地板的估计器数不了;能数的地板是伪影 `#89` | | 呈现顺序首因 | release **按字母序**导出多选答案(119 对一致性 1.0000),显示顺序已毁 `#69` | | 区分广度与默许 | 需反向计分或强制选择题项,本 release"
README_zh.md,120,广度,False,43484,"残差 sd **0.145**,而各类别的抽样底是 **0.029**(**4.9 倍**),打乱人的零把残差压回 **0.031 ± 0.006**。但四个已有的量(该类别的平均起始年龄、起始年龄的 sd、拥有者的平均位置分、拥有者的平均广度型分)给出 **R² = 0.024**,而置换零是 *"
README_zh.md,120,广度,False,47823," 2× 种子展布,而性别在 9/9 里都可分辨);每格约需 44 个种子。 那是一条真实的、有界的、对 A 的约束。  **[R06 · 诱导](A06_induction)** —— 回溯性诱导那条声明、它缺席的两个签名、以及它真正跟踪的广度, 都已在上面的常设声明表里说过一次;这一节只补表里没有"
README_zh.md,120,广度,False,48106," **UNVERIFIED**:每一道题都是情色内容、没有反向计分, 所以在这个发布版里,一般性的随和与一般性的情色认可分不开。 **设计后果**:诱导的回溯性自报**不能**用作结局测量 —— 第三阶段必须是前瞻的。  **[R07 · 广度](A07_breadth)** —— 有量没有形状。一"
README_zh.md,120,breadth,False,48114,"IFIED**:每一道题都是情色内容、没有反向计分, 所以在这个发布版里,一般性的随和与一般性的情色认可分不开。 **设计后果**:诱导的回溯性自报**不能**用作结局测量 —— 第三阶段必须是前瞻的。  **[R07 · 广度](A07_breadth)** —— 有量没有形状。一个人的集合在坐标"
README_zh.md,120,广度,False,48224,"· 广度](A07_breadth)** —— 有量没有形状。一个人的集合在坐标空间里,只比一个 按基率、同样大小的集合**集中 0.88%** —— 真实(t=−15.5)且可忽略。 集合从随机走到完美嵌套的路上走了 **24.2%**。广度中等程度上是一个特质(Spearman–Brown 0."
README_zh.md,120,广度,False,48338,.2%**。广度中等程度上是一个特质(Spearman–Brown 0.557)。 **[UNVERIFIED —— RETRACTIONS #26]**「9–13% 是答题风格」这个数来自一个与 POWER 轴正交(+0.024)、 却与广度本身相关 +0.385 的指标;没有平衡计分的题目就分不
README_zh.md,120,广度,False,48403,"TIONS #26]**「9–13% 是答题风格」这个数来自一个与 POWER 轴正交(+0.024)、 却与广度本身相关 +0.385 的指标;没有平衡计分的题目就分不开答题风格与情色认可,而这个发布版没有。  **[E01·R05 · 广度是不是那个对象](E01_sexual_as_a_val"
README_zh.md,120,breadth,False,48458,"广度本身相关 +0.385 的指标;没有平衡计分的题目就分不开答题风格与情色认可,而这个发布版没有。  **[E01·R05 · 广度是不是那个对象](E01_sexual_as_a_value_not_a_category/A05_is_breadth_a_nuisance_or_the_obje"
README_zh.md,120,广度,True,48647,".012**。 **[部分撤回 —— 见 RETRACTIONS #17]** 那只在控制了问卷推进度、且结局是**受门控**的那一个时成立。 在未受门控的 `totalfetishcategory` 上、控制了随和倾向之后,童年逆境 → 广度是 **r = +0.059,效应/地板 7.5** —"
README_zh.md,120,广度,False,48804,"与已发表的 d=0.151 相符。 成年性侵害、体罚与成长环境仍近零。  **[R09 · 消费](A09_consumption)** —— 消费同时碰到两项:它与 θ 相关(rho 0.17), **并且**独立地与坐标相关(匹配覆盖、广度与性别之后 **0.0439** —— 神经质参照量的 "
README.md,200,breadth,True,3507,"is positive for **22 of 29** outcomes, median **0.345pp** — **18.2% of the median outcome's explained variance** — and it grows with how well the outc"
README.md,200,pick count,False,4418,els stand (`#234c`) > **B is dead** (`#179`: position is not a stance-free coordinate — it comes with shame). > **C's one distinguishing prediction is
README.md,200,breadth,False,4440,**B is dead** (`#179`: position is not a stance-free coordinate — it comes with shame). > **C's one distinguishing prediction is unsupported** (`#234a
README.md,200,pick count,False,5965,utcomes cleared | strongest rival | |---|---:|---|---|---:|---:|---| | **Position S** — how uncommon the options you pick are | **+0.432** | blocks (3
README.md,200,breadth,False,6197,"· sex · content score | | **Between-block contrast D** — which domains you open in | **+0.6785** | blocks | **verified** (onset instrument, +0.1384) |"
README.md,200,pick count,False,6530,"1, i.e. **86% of ceiling**, resolvably below it (7.7× the spread) but by only 0.13 in absolute terms. They are kept as two rows because the residual i"
README.md,200,pick count,False,6949," gives +0.0148 ± 0.0116 (1.3×, one seed) | **8 of 29, read as 3–13** across six option-split seeds (`#255` — ⚠ `#254`'s ""predicts nothing"" is **withdr"
README.md,200,pick count,False,7137,cky seed) | pick count controlled · block-level property ruled out (`#228b`) | | Breadth type c1 | **+0.6429** | blocks | untested | `UNCOMPUTED` | 13
README.md,200,pick count,False,7315,s 6–12** (`#257`) | **pick count · sex · position S all controlled** (`#252`) | | Breadth type c2 | **+0.5778** | blocks | untested | `UNCOMPUTED` | 1
README.md,200,category count,False,7733,"ansgressive half, **−0.1086** with its ordinary half, gap 18.6×) | **+0.1286** | 21 → **19 after control, read as 17–21** (`#257`) | correlates only +"
README.md,200,pick count,False,8109,"riables (age, sex, all five Big Five traits, powerlessness, mental-illness and childhood-adversity flags, upbringing, relationship style, gender toler"
README.md,200,breadth,False,12030,+0.6931 | onset ages | n/a | `UNCOMPUTED` | 6/31 | **withdrawn as a dimension** — its profile sits at the ceiling against rho_i (−0.8499 vs 0.8779) | 
README.md,200,category count,False,19242,"lit this cleanly: whether they think they could stop being aroused by it (*Impossible* … *with little effort, yes*) and whether they have acted on eve"
README.md,200,category count,False,22587,at. ⚠ **`#388`: what does predict that belief is having the ordinary things work for you too.** Scanning 112 numeric person-level variables against th
README.md,200,category count,False,25535,"t is the common antecedent of two things that are unrelated to each other.** With the direction now fixed, the five-item score predicts shame at **+0."
README.md,200,category count,False,27639,"8`–`#399`: scanning a third outcome — whether engaging with one's arousal feels therapeutic — finds two more, and they are not one construct.** That i"
README.md,200,category count,False,37305,weep unsaturated. ⚠ **`#411`: and shame barely suppresses action at all in people who have never had a partner.** Stratifying the shame→acted relation
README.md,200,breadth,False,38073,"sample size separates them. ⚠ Wide and narrow calibers are different populations, and the wide arm drops S and c3⁻ because they require ≥8 blocks. ⚠ *"
README.md,200,breadth,False,38388,"relate −0.37, so the collinearity world does not apply), the rating-based intensity score holds at **+0.1255** (se 0.0131, threshold 0.0253 from permu"
README.md,200,breadth,False,38466,"nsity score holds at **+0.1255** (se 0.0131, threshold 0.0253 from permuting both columns together) while the block-count breadth score falls from −0."
README.md,200,category count,False,43681,"rdinary, and the ordering is personal, not merely demographic.** ⚠ **`#371`: and the few for whom it ran the other way carry more shame.** Regressing "
README.md,200,breadth,False,50237, hides a resolvable disagreement.**  > ⚠ **`form_i` is the only standing dimension that does *not* reach shame** (`#278`). Everything else in > this p
README.md,200,breadth,False,51258,"ity 0.380 was always right; the pair correlation was not.**), so the disattenuated value is **+0.1293** (bootstrap 95% interval **[+0.088, +0.167]**, "
README.md,200,breadth,True,53486,"of taste, which is controlled.** ⚠ Both counts are self-reported and standardised, so only signs and threshold-crossings are compared; the split is a "
README.md,200,breadth,True,53552,"nd standardised, so only signs and threshold-crossings are compared; the split is a description, not a causal claim. ⚠ **`#421`: and ""breadth"" on this"
README.md,200,category count,True,53591,"shold-crossings are compared; the split is a description, not a causal claim. ⚠ **`#421`: and ""breadth"" on this page is not one quantity.** Enumeratin"
README.md,200,category count,True,53614,"pared; the split is a description, not a causal claim. ⚠ **`#421`: and ""breadth"" on this page is not one quantity.** Enumerating the five breadth meas"
README.md,200,category count,True,53749,"ve breadth measures actually used — onset-category count, fetish-category count, endorsed-sex-act count, block coverage and total picks — only **6 of "
README.md,200,category count,True,53912,"wise correlations reach 0.6**. Onset-category count, block coverage and total picks intercorrelate at **+0.83 to +0.86** and behave as one thing (how "
README.md,200,category count,True,54096,"d with); fetish-category count sits at its edge (+0.62 to +0.74); and **the endorsed-sex-act count is the outlier, correlating only +0.26 to +0.51 wit"
README.md,200,breadth,True,54133,"t its edge (+0.62 to +0.74); and **the endorsed-sex-act count is the outlier, correlating only +0.26 to +0.51 with the rest** — its weakest link being"
README.md,200,breadth,False,57615,"d is estimated by resampling the permutation null, so the count moves with it. Measured over 25 independent resamplings: the position score reads **19"
README.md,200,pick count,False,61492,"ead, and the direction is *up*), while a purely sex-driven position plant collapses to **−0%** and a purely personal one survives at **+0.986** under "
README.md,200,pick count,False,61529,e a purely sex-driven position plant collapses to **−0%** and a purely personal one survives at **+0.986** under the same treatment; **67%** survives 
README.md,200,pick count,False,62286,"utral — it comes with shame** | On two independent Likert items with **zero item overlap** with the blocks (n=15,503), the position score predicts **s"
README.md,200,pick count,False,62682,. Permuting shame across people gives **+0.0008 ± 0.0118** (1% of the effect). The internal discriminant: on the same pipeline the *therapeutic* item 
README.md,200,breadth,False,63364,"but **10 of 20 items clear it**, so shame is the *largest* correlate of the position score, not its only one  ⚠ **`#230` — shame has a second route, a"
README.md,200,breadth,False,63641,"ts **the same shame item at +0.1286**, against the position score's +0.1185, while correlating only **+0.2036** with the position score. Entered toget"
README.md,200,breadth,False,64327,"and rarity turns out to work at two levels, with opposite signs at the second**: split the 32 blocks by their own mean pick rate (a quantity external "
README.md,200,breadth,False,64934,"he positive control fire (+0.5680 when the synthetic outcome loads only on the transgressive half, −0.0041 when it loads equally). **Being broad about"
README.md,200,breadth,False,65317,rity ⚠ **`#232` — the two routes to shame meet nowhere else**: run the within-block position score `S` (reliability +0.7282) and the between-block con
README.md,200,breadth,False,67647,"ace), the shape is **still multi-dimensional** — k=2 replicates at **0.9379 ± 0.0478** against a permutation null of 0.4587 ± 0.0143 (**33.5× the null"
README.md,200,pick count,False,72226,"nthetic relation of fixed true strength declines by 0.074 over the same thresholds**, so roughly 43% of the observed 0.174 drop is selection and range"
README.md,200,pick count,False,74153,"0.2673 — so they are not two ends of one axis, and the content dimension predicts what they **share**, which this project has not yet named or tested."
README.md,200,pick count,False,74374,"ed *marginally*, the position score predicts `animated` at **+0.1193 (10.0×)**, statistically indistinguishable from its shame correlation **+0.1185**"
README.md,200,breadth,False,74868,"her after subtracting it*, not two independent things, and the content score is a cross-person principal component, so purely idiosyncratic combinatio"
README.md,200,breadth,False,75171,"signs** — `np.linalg.eigh` returns an arbitrary sign, and 17 of the 32 blocks pointed one way while 15 pointed the other, so every content person-scor"
README.md,200,pick count,False,75296,every content person-score behind `#188`/`#189` is a partially cancelling ±breadth mixture. Aligned by **leave-one-out sign consensus** (15 of 32 bloc
README.md,200,breadth,False,76260,"* — I had pre-registered ""unaligned must stay below 0.30"" and **chose that floor instead of measuring it**; with 16 blocks per half a random-sign sum "
README.md,200,breadth,False,76412,"eps ~1/√16 of a strong common signal. **The raw breadth reading does not depend on any of this**: it is +0.8320 aligned and **+0.5154 unaligned**, bot"
README.md,200,breadth,False,76628," single response style**: split the options *inside* each block in half — two independent measurements of the same person×block cell, so every block-l"
README.md,200,breadth,False,77200," against a required 0.4893) and was not moved — **its required increment was priced against zero when the baseline is +0.429, because the phenomenon i"
README.md,200,category count,False,79905,22.5) and its permutation null is 30% of the effect ⚠ **`#243` — and it is not a population effect at all**: split people by whether they reported **≥
README.md,200,category count,False,85747,"rder; it is two kinds of thing, differently organised, arriving differently** — a dimension `#75`'s schedule does not have. ⚠ Connectivity has **no kn"
README.md,200,category count,False,86882,"olds, **68.4% of their own reported interests were acquired before 17**, and the latest one averages **22.6 years** (a within-person measurement, no c"
README.md,200,breadth,False,87408, a person reports earliest sits at the **33rd percentile** of their own repertoire by rarity (49.4×). **In units of each person's own permutation spre
README.md,200,breadth,False,87766,"r your taste the stronger it is"" is **withdrawn**: the raw Δ's 27-fold variation is the arithmetic bound `(k−m)/k`, and after normalisation the residu"
README.md,200,breadth,False,97853,"t is an artefact `#89` | | Recover presentation-order primacy | The release exports multiselect answers **alphabetically** (119 pairs, agreement 1.000"
README.md,200,breadth,False,98523,"), and a person-shuffle null puts the residual at **0.031 ± 0.006**. But four existing quantities (the category's mean onset age, its onset spread, it"
README.md,200,breadth,False,107303,"able in 9/9); ~44 seeds per cell would be needed. That is a real, bounded constraint on A.  **[R06 · induction](A06_induction)** — the retrospective i"
README.md,200,breadth,False,108003,general erotic endorsement are not separable in this release. **Design consequence**: retrospective self-report of induction is unusable as an outcome
README.md,200,breadth,False,108016,c endorsement are not separable in this release. **Design consequence**: retrospective self-report of induction is unusable as an outcome measure — ph
README.md,200,breadth,False,108471,ely one trait (Spearman–Brown 0.557). **[UNVERIFIED — RETRACTIONS #26]** the '9–13% response style' figure comes from an index that is orthogonal to t
README.md,200,breadth,False,108618,o the POWER axis (+0.024) but correlates +0.385 with breadth itself; response style and erotic endorsement cannot be separated without balanced-keyed 
README.md,200,breadth,False,108682,"elf; response style and erotic endorsement cannot be separated without balanced-keyed items, which this release lacks.  **[E01·R05 · is breadth the ob"
README.md,200,breadth,True,109008,LY RETRACTED — see RETRACTIONS #17]** That held only with survey progression controlled and a *gated* outcome. On the ungated `totalfetishcategory` wi
README.md,200,breadth,False,109363,in near zero.  **[R09 · consumption](A09_consumption)** — Consumption touches both terms: it correlates with θ (rho 0.17) *and* independently with the
README_zh.md,200,广度,True,1538,"到**从没见过的人**身上时兑现多少。 ⚠ **`#356`:而那 1.4% 里有一部分与「这个人报了多少」共线。**把「你填了多少个起始类别」加进六个坐标、对全部 29 个结局做共同性分解:共享成分在 **29 个里有 22 个**为正,中位 **0.345pp** —— **相当于中位结局已解释"
README_zh.md,200,勾选数,False,1967,"表征的情欲估值 | `v_i(s,c,t) = w_i(c,t)^T h(s)` —— 普通场景,施加其上的一个读出 | | **C** 递归混合 | 价值回流,重塑它作用过的那个表征 |  > ### 三个模型现在的处境(`#234c`) > **B 已死**(`#179`:位置不是一个不带立场的"
README_zh.md,200,勾选数,False,2700,"只要有一个找不到就失败。** 空格写 `UNCOMPUTED`,那是它诚实的部分。  | 维度 | 分半信度 | 仪器 | 跨仪器 | ↔ 羞耻 | 越阈结局 | 最强对手 | |---|---:|---|---|---:|---:|---| | **位置分 S** —— 你挑的选项有多冷门 | *"
README_zh.md,200,勾选数,False,2965," | 块 | **已验**(起始仪器 +0.1384) | +0.0830 | ~8–10/31  ⚠ **`#259`:这一行与宽度类型 c3 那一行高度重叠** —— 两者的结局剖面相关 **+0.7826**,而衰减上限是 0.9142 ± 0.0171,即**上限的 86%**;低于上限是可"
README_zh.md,200,勾选数,False,3189,"| | **宽度剖面** —— 你被打开的形状 | **+0.4290** | 块 | **已验**(维数 ≥2;起始仪器 k=2 复现 0.9379) | 逐人**清晰度**给 +0.0148 ± 0.0116(1.3×,单种子) | **29 里 8,跨六个选项劈半种子读作 3–13**(`#2"
README_zh.md,200,勾选数,False,3301,"单种子) | **29 里 8,跨六个选项劈半种子读作 3–13**(`#255` —— ⚠ `#254` 的「什么都不预测」**已撤回**:那个读数来自一个不巧的种子) | 勾选数已控 · 块层属性已排除(`#228b`) | | 宽度类型 c1 | **+0.6429** | 块 | 未验 | "
README_zh.md,200,勾选数,False,3419,"度类型 c1 | **+0.6429** | 块 | 未验 | `UNCOMPUTED` | 13 → **控制后 9,读作 6–12**(`#257`) | **勾选数 · 性别 · 位置分 S 三重已控**(`#252`) | | 宽度类型 c2 | **+0.5778** | 块 | 未验 |"
README_zh.md,200,类别数,False,3644,"#252`) | | **宽度类型 c3 —— *你把开放花在哪儿*** | **+0.5631** | 块 | **名字已跨仪器验证**(`#258`:与起始仪器越轨半 +0.1815、与普通半 **−0.1086**,差 18.6×) | **+0.1286** | 21 → **控制后 19,"
README_zh.md,200,广度,False,5986,"468,那是 Spearman–Brown 的**分子 `2r`**,被当成了 `r` —— SB(0.468) 会是 0.638 而不是 0.380,而 2 × 0.2346 = 0.469。可靠性 0.380 一直是对的,配对相关不是。**),所以去衰减后是 **+0.1293**(自助 95%"
README_zh.md,200,计数,True,6395,"。** `animated`/`written` 与羞耻题都是 `LIKERT_PM3`(**对称**,−2…+2 与 −3…+3),在结构上不同于 `#392` 不得不翻转方向的那个**从不为正**的 `RATING_NEG_FIB` 尺度。用一道**措辞把方向锁死**的同族题来标定整个家族 ——"
README_zh.md,200,计数,True,6406,"ed`/`written` 与羞耻题都是 `LIKERT_PM3`(**对称**,−2…+2 与 −3…+3),在结构上不同于 `#392` 不得不翻转方向的那个**从不为正**的 `RATING_NEG_FIB` 尺度。用一道**措辞把方向锁死**的同族题来标定整个家族 —— *「我已经实践过所有"
README_zh.md,200,计数,True,6492,"正**的 `RATING_NEG_FIB` 尺度。用一道**措辞把方向锁死**的同族题来标定整个家族 —— *「我已经实践过所有唤起我的东西」*,若「值越高 = 越同意」,它**必须**随一个人认可的性行为计数上升 —— 对两个计数锚给出 **+0.118** 与 **+0.056**。**所以「值"
README_zh.md,200,类别数,True,6564,",若「值越高 = 越同意」,它**必须**随一个人认可的性行为计数上升 —— 对两个计数锚给出 **+0.118** 与 **+0.056**。**所以「值越高 = 越同意」成立,而本页每一条羞耻结论此前都压在一个从未被验证的假设上。**  ⚠ 另外,两个计数锚对这两题**给出相反的符号** —— "
README_zh.md,200,计数,True,6682,"*  ⚠ 另外,两个计数锚对这两题**给出相反的符号** —— 被画的与写的东西唤起,与**认可的性行为数**是 **−0.076 / −0.062**,与**恋物类别数**是 **+0.095 / +0.035** —— 那是一个**实质的分裂**,不是仪器失灵。 ⚠ **`#420`:而它经得起"
README_zh.md,200,计数,True,6715,"画的与写的东西唤起,与**认可的性行为数**是 **−0.076 / −0.062**,与**恋物类别数**是 **+0.095 / +0.035** —— 那是一个**实质的分裂**,不是仪器失灵。 ⚠ **`#420`:而它经得起一次正式的检验。** 控制 `S`、`c3⁻`、羞耻与年龄之后,`"
README_zh.md,200,计数,True,6797,"个**实质的分裂**,不是仪器失灵。 ⚠ **`#420`:而它经得起一次正式的检验。** 控制 `S`、`c3⁻`、羞耻与年龄之后,`form` 分数对**认可的性行为计数**是 **−0.076**(阈 0.019),对**恋物类别计数**是 **+0.049**(阈 0.022),两者都越过由"
README_zh.md,200,计数,True,6906,"),对**恋物类别计数**是 **+0.049**(阈 0.022),两者都越过由「打乱 `form` 分数本身」构造的 offset 零 —— **反号,而且两个都存活**;而两个计数彼此相关 **+0.373**,所以「共线残留」并不是稻草人。**对画的与写的东西有反应的人,想要的**种类**更"
README_zh.md,200,广度,True,6965,"的 offset 零 —— **反号,而且两个都存活**;而两个计数彼此相关 **+0.373**,所以「共线残留」并不是稻草人。**对画的与写的东西有反应的人,想要的**种类**更多,而做过的**事**更少 —— 而这不是口味整体上更冷门造成的,那一条已经控掉了。**  ⚠ 两个计数都是自报并各自"
README_zh.md,200,广度,True,6989,"存活**;而两个计数彼此相关 **+0.373**,所以「共线残留」并不是稻草人。**对画的与写的东西有反应的人,想要的**种类**更多,而做过的**事**更少 —— 而这不是口味整体上更冷门造成的,那一条已经控掉了。**  ⚠ 两个计数都是自报并各自标准化,所以只比符号与是否越阈;这个分裂是描述,"
README_zh.md,200,类别数,True,7002,"关 **+0.373**,所以「共线残留」并不是稻草人。**对画的与写的东西有反应的人,想要的**种类**更多,而做过的**事**更少 —— 而这不是口味整体上更冷门造成的,那一条已经控掉了。**  ⚠ 两个计数都是自报并各自标准化,所以只比符号与是否越阈;这个分裂是描述,不是因果主张。 ⚠ **`"
README_zh.md,200,类别数,True,7008,".373**,所以「共线残留」并不是稻草人。**对画的与写的东西有反应的人,想要的**种类**更多,而做过的**事**更少 —— 而这不是口味整体上更冷门造成的,那一条已经控掉了。**  ⚠ 两个计数都是自报并各自标准化,所以只比符号与是否越阈;这个分裂是描述,不是因果主张。 ⚠ **`#421`:"
README_zh.md,200,类别数,True,7066,"*更少 —— 而这不是口味整体上更冷门造成的,那一条已经控掉了。**  ⚠ 两个计数都是自报并各自标准化,所以只比符号与是否越阈;这个分裂是描述,不是因果主张。 ⚠ **`#421`:而本页所说的「广度」**不是一个量**。** 把实际用过的五个广度量列举出来 —— 起始类别数、恋物类别数、认可的性"
README_zh.md,200,类别数,True,7131,"这个分裂是描述,不是因果主张。 ⚠ **`#421`:而本页所说的「广度」**不是一个量**。** 把实际用过的五个广度量列举出来 —— 起始类别数、恋物类别数、认可的性行为数、块覆盖数、总勾选项数 —— 它们的 10 对两两相关里**只有 6 对达到 0.6**。起始类别数、块覆盖数与总勾选项数彼"
README_zh.md,200,类别数,True,7209,"别数、认可的性行为数、块覆盖数、总勾选项数 —— 它们的 10 对两两相关里**只有 6 对达到 0.6**。起始类别数、块覆盖数与总勾选项数彼此 **+0.83 ~ +0.86**,表现得像**一件事**(一个人在这份问卷里卷入了多少);恋物类别数在它的边缘(+0.62 ~ +0.74);**而认"
